	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value	last_section_surname	nach_bookLabel.value_Bestand_Göttingen	nach_bookLabel.value_Ort_Göttingen	nach_bookLabel.value_Medium_Göttingen	nach_bookLabel.value_URL_GUK	error_nach_title	nach_bookLabel.value_last_section_surname_Bestand_Göttingen	nach_bookLabel.value_last_section_surname_Ort_Göttingen	nach_bookLabel.value_last_section_surname_Medium_Göttingen	nach_bookLabel.value_last_section_surname_URL_GUK
750	5	uri	http://www.wikidata.org/entity/Q1197380	uri	https://en.wikipedia.org/wiki/The_Devil_and_the_Good_Lord	http://www.w3.org/2001/XMLSchema#integer	literal	14			http://www.w3.org/2001/XMLSchema#dateTime	literal	1951-01-01T00:00:00Z	en	literal	The Devil and the Good Lord	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Devil and the Good Lord"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
751	6	uri	http://www.wikidata.org/entity/Q1212496	uri	https://en.wikipedia.org/wiki/The_Flies	http://www.w3.org/2001/XMLSchema#integer	literal	16			http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	The Flies	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Flies"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
752	7	uri	http://www.wikidata.org/entity/Q1217409	uri	https://en.wikipedia.org/wiki/The_Roads_to_Freedom	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1945-01-01T00:00:00Z	en	literal	The Roads to Freedom	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Roads to Freedom"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
753	8	uri	http://www.wikidata.org/entity/Q1219278	uri	https://en.wikipedia.org/wiki/Dirty_Hands	http://www.w3.org/2001/XMLSchema#integer	literal	17			http://www.w3.org/2001/XMLSchema#dateTime	literal	1948-04-01T00:00:00Z	en	literal	Dirty Hands	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Dirty Hands"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
754	9	uri	http://www.wikidata.org/entity/Q1247929	uri	https://en.wikipedia.org/wiki/Existentialism_Is_a_Humanism	http://www.w3.org/2001/XMLSchema#integer	literal	27			http://www.w3.org/2001/XMLSchema#dateTime	literal	1946-01-01T00:00:00Z	en	literal	Existentialism and Humanism	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Existentialism and Humanism"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
755	10	uri	http://www.wikidata.org/entity/Q119709	uri	https://en.wikipedia.org/wiki/Being_and_Nothingness	http://www.w3.org/2001/XMLSchema#integer	literal	34	literal	4138406-4	http://www.w3.org/2001/XMLSchema#dateTime	literal	1943-01-01T00:00:00Z	en	literal	Being and Nothingness	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Being and Nothingness"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
756	11	uri	http://www.wikidata.org/entity/Q260016	uri	https://en.wikipedia.org/wiki/Troubled_Sleep	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1949-01-01T00:00:00Z	en	literal	Troubled Sleep	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Troubled Sleep"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
757	12	uri	http://www.wikidata.org/entity/Q477028	uri	https://en.wikipedia.org/wiki/The_Words_(book)	http://www.w3.org/2001/XMLSchema#integer	literal	16			http://www.w3.org/2001/XMLSchema#dateTime	literal	1964-01-01T00:00:00Z	en	literal	The Words	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Words"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
758	13	uri	http://www.wikidata.org/entity/Q658288	uri	https://en.wikipedia.org/wiki/Nausea_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	39			http://www.w3.org/2001/XMLSchema#dateTime	literal	1938-01-01T00:00:00Z	en	literal	Nausea	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Nausea"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
759	14	uri	http://www.wikidata.org/entity/Q670637	uri	https://en.wikipedia.org/wiki/No_Exit	http://www.w3.org/2001/XMLSchema#integer	literal	24	literal	4316258-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	No Exit	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""No Exit"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
760	15	uri	http://www.wikidata.org/entity/Q670637	uri	https://en.wikipedia.org/wiki/No_Exit	http://www.w3.org/2001/XMLSchema#integer	literal	24	literal	4316258-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1979-01-01T00:00:00Z	en	literal	No Exit	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""No Exit"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
761	16	uri	http://www.wikidata.org/entity/Q670637	uri	https://en.wikipedia.org/wiki/No_Exit	http://www.w3.org/2001/XMLSchema#integer	literal	24	literal	4316258-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	No Exit	en	literal	Jean-Paul Sartre	en	literal	Welsh	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""No Exit"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
762	17	uri	http://www.wikidata.org/entity/Q670637	uri	https://en.wikipedia.org/wiki/No_Exit	http://www.w3.org/2001/XMLSchema#integer	literal	24	literal	4316258-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1979-01-01T00:00:00Z	en	literal	No Exit	en	literal	Jean-Paul Sartre	en	literal	Welsh	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""No Exit"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
763	18	uri	http://www.wikidata.org/entity/Q2398227	uri	https://en.wikipedia.org/wiki/The_Wall_(Sartre_short_story_collection)	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-01-01T00:00:00Z	en	literal	The Wall	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Wall"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
764	19	uri	http://www.wikidata.org/entity/Q2422578	uri	https://en.wikipedia.org/wiki/The_Age_of_Reason_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1945-01-01T00:00:00Z	en	literal	The Age of Reason	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Age of Reason"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
765	20	uri	http://www.wikidata.org/entity/Q2507464	uri	https://en.wikipedia.org/wiki/The_Respectful_Prostitute	http://www.w3.org/2001/XMLSchema#integer	literal	13	literal	4396891-0	http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	The Respectful Prostitute	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Respectful Prostitute"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
766	21	uri	http://www.wikidata.org/entity/Q3058629	uri	https://en.wikipedia.org/wiki/Sketch_for_a_Theory_of_the_Emotions	http://www.w3.org/2001/XMLSchema#integer	literal	4						en	literal	Sketch for a Theory of the Emotions	en	literal	Jean-Paul Sartre				Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Sketch for a Theory of the Emotions"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
767	22	uri	http://www.wikidata.org/entity/Q3213246	uri	https://en.wikipedia.org/wiki/The_Transcendence_of_the_Ego	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1936-01-01T00:00:00Z	en	literal	The Transcendence of the Ego	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Transcendence of the Ego"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
768	23	uri	http://www.wikidata.org/entity/Q3235677	uri	https://en.wikipedia.org/wiki/The_Condemned_of_Altona	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1960-01-01T00:00:00Z	en	literal	The Condemned of Altona	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Condemned of Altona"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
769	24	uri	http://www.wikidata.org/entity/Q3337889	uri	https://en.wikipedia.org/wiki/Nekrassov	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	Nekrassov	en	literal	Jean-Paul Sartre				Sartre	5	7/052|BBK-ROM|LS1	AFu|Aau|Asu	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Nekrassov&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	7/052|BBK-ROM|LS1	AFu|Aau|Asu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Nekrassov"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
770	25	uri	http://www.wikidata.org/entity/Q3412539	uri	https://en.wikipedia.org/wiki/What_Is_Literature%3F	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1948-01-01T00:00:00Z	en	literal	What Is Literature?	en	literal	Jean-Paul Sartre				Sartre	24	FMAG|7/029|BBK-SLAV	Aaukr|Aaa|Aau|Aaua|Oau|Oan|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit What Is Literature?&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""What Is Literature?"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
771	26	uri	http://www.wikidata.org/entity/Q3414317	uri	https://en.wikipedia.org/wiki/Search_for_a_Method	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-01-01T00:00:00Z	en	literal	Search for a Method	en	literal	Jean-Paul Sartre				Sartre	25		Oax0f|Oau|Aau|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Search for a Method&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Search for a Method"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
772	27	uri	http://www.wikidata.org/entity/Q3454755	uri	https://en.wikipedia.org/wiki/Anti-Semite_and_Jew	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1946-01-01T00:00:00Z	en	literal	Anti-Semite and Jew	en	literal	Jean-Paul Sartre	en	literal	French	Sartre	2	7/052|BBK-HIST	AFu|Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Anti-Semite and Jew&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Anti-Semite and Jew"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
773	28	uri	http://www.wikidata.org/entity/Q3463798	uri	https://en.wikipedia.org/wiki/Saint_Genet	http://www.w3.org/2001/XMLSchema#integer	literal	4	literal	7603349-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-01-01T00:00:00Z	en	literal	Saint Genet	en	literal	Jean-Paul Sartre	en	literal	French	Sartre	5	7/052|BBK-ROM|BBW-ERZ|LS1	AFu|AFr|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Saint Genet&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	7/052|BBK-ROM|BBW-ERZ|LS1	AFu|AFr|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Saint Genet"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
774	29	uri	http://www.wikidata.org/entity/Q5148427	uri	https://en.wikipedia.org/wiki/Colonialism_and_Neocolonialism	http://www.w3.org/2001/XMLSchema#integer	literal	1	literal	1088042783	http://www.w3.org/2001/XMLSchema#dateTime	literal	1964-01-01T00:00:00Z	en	literal	Colonialism and Neocolonialism	en	literal	Jean-Paul Sartre	en	literal	French	Sartre	17	7/066|FMAG|7/037:Stra|TGMAG	Aar|Aau|Ean|Oau|Oan|Oax	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Colonialism and Neocolonialism&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Colonialism and Neocolonialism"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
775	0	uri	http://www.wikidata.org/entity/Q75840	uri	https://en.wikipedia.org/wiki/And_Quiet_Flows_the_Don	http://www.w3.org/2001/XMLSchema#integer	literal	38	literal	4244284-9	http://www.w3.org/2001/XMLSchema#dateTime	literal	1928-01-01T00:00:00Z	en	literal	And Quiet Flows the Don	en	literal	Mikhail Sholokhov	en	literal	Russian	Sholokhov	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit And Quiet Flows the Don&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""And Quiet Flows the Don"" and PER Sholokhov&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
776	1	uri	http://www.wikidata.org/entity/Q2655348	uri	https://en.wikipedia.org/wiki/Fate_of_a_Man_(short_story)	http://www.w3.org/2001/XMLSchema#integer	literal	19			http://www.w3.org/2001/XMLSchema#dateTime	literal	1956-01-01T00:00:00Z	en	literal	Fate of a Man	en	literal	Mikhail Sholokhov	en	literal	Russian	Sholokhov	24	BBM-MAG1|HG-MAG|7/200	Aan|Eau|Aar|Aau|Oaxkr|Aauk	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Fate of a Man&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Fate of a Man"" and PER Sholokhov&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
777	2	uri	http://www.wikidata.org/entity/Q16954466	uri	https://en.wikipedia.org/wiki/The_Don_Flows_Home_to_the_Sea	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1928-01-01T00:00:00Z	en	literal	The Don Flows Home to the Sea	en	literal	Mikhail Sholokhov	en	literal	Russian	Sholokhov	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Don Flows Home to the Sea&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Don Flows Home to the Sea"" and PER Sholokhov&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
778	0	uri	http://www.wikidata.org/entity/Q7679113	uri	https://en.wikipedia.org/wiki/Tale_of_the_Goat	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1925-01-01T00:00:00Z	en	literal	Tale of the Goat	en	literal	Shmuel Yosef Agnon	en	literal	Hebrew	Agnon	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Tale of the Goat&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Tale of the Goat"" and PER Agnon&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
779	1	uri	http://www.wikidata.org/entity/Q7720011	uri	https://en.wikipedia.org/wiki/The_Bridal_Canopy	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-01-01T00:00:00Z	en	literal	The Bridal Canopy	en	literal	Shmuel Yosef Agnon	en	literal	Hebrew	Agnon	1	7/042	Aau	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Bridal Canopy&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1	7/042	Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Bridal Canopy"" and PER Agnon&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
780	2	uri	http://www.wikidata.org/entity/Q12411669	uri	https://en.wikipedia.org/wiki/Shira_(book)	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-01-01T00:00:00Z	en	literal	Shira (book)	en	literal	Shmuel Yosef Agnon	en	literal	Hebrew	Agnon	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Shira (book)&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Shira (book)"" and PER Agnon&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
781	0	uri	http://www.wikidata.org/entity/Q3050361	uri	https://en.wikipedia.org/wiki/El_Se%C3%B1or_Presidente	http://www.w3.org/2001/XMLSchema#integer	literal	10	literal	4336802-5				en	literal	Mister President	en	literal	Miguel Ángel Asturias Rosales	en	literal	Spanish	Rosales	5	BBK-HIST|FMAG	Aan|Aau|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Mister President&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Mister President"" and PER Rosales&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
782	1	uri	http://www.wikidata.org/entity/Q3139595	uri	https://en.wikipedia.org/wiki/Men_of_Maize	http://www.w3.org/2001/XMLSchema#integer	literal	4	literal	4301068-4	http://www.w3.org/2001/XMLSchema#dateTime	literal	1949-01-01T00:00:00Z	en	literal	Men of Maize	en	literal	Miguel Ángel Asturias Rosales	en	literal	Spanish	Rosales	0			https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Men of Maize&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Men of Maize"" and PER Rosales&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
783	2	uri	http://www.wikidata.org/entity/Q6538013	uri	https://en.wikipedia.org/wiki/Leyendas_de_Guatemala	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	4454274-4	http://www.w3.org/2001/XMLSchema#dateTime	literal	1930-01-01T00:00:00Z	en	literal	Leyendas de Guatemala	en	literal	Miguel Ángel Asturias Rosales	en	literal	Spanish	Rosales	7	BBK-ROM|7/902|MAG-EM	Aan|Aau|AFr	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Leyendas de Guatemala&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		5	BBK-ROM|MAG-EM	Aan|Aau|AFr	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Leyendas de Guatemala"" and PER Rosales&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
784	3	uri	http://www.wikidata.org/entity/Q6933750	uri	https://en.wikipedia.org/wiki/Mulata_de_tal	http://www.w3.org/2001/XMLSchema#integer	literal	1	literal	4454275-6	http://www.w3.org/2001/XMLSchema#dateTime	literal	1963-01-01T00:00:00Z	en	literal	Mulata de tal	en	literal	Miguel Ángel Asturias Rosales	en	literal	Spanish	Rosales	4	BBK-ROM|LS1	Afn|Aau|AFr|Aar	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit Mulata de tal&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		3	BBK-ROM	Aau|AFr|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Mulata de tal"" and PER Rosales&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
785	0	uri	http://www.wikidata.org/entity/Q3283359	uri	https://en.wikipedia.org/wiki/The_Lake_(Yasunari_Kawabata_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1954-01-01T00:00:00Z	en	literal	The Lake	en	literal	Yasunari Kawabata	en	literal	Japanese	Kawabata	6278	BBK-ROM|LS1	Oax|Aau|Aaa	https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=tit The Lake&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB=		1		Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Lake"" and PER Kawabata&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
